Case,Case Name,Notification Date,Decision Date,Decision,Phase,Sector,Language,Link
M.4909,NISSAN FORKLIFT / ATLET,2007-09-07,2007-12-10,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4909_20071012_20310_en.pdf
M.4828,OWENS CORNING / SAINT GOBAIN VETROTEX,2007-09-07,2007-10-26,Art. 6(1)(b) with conditions & obligations,Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4828_20071026_20212_en.pdf
M.4901,GILDE / SWETS,2007-09-06,2007-08-10,Art. 6(1)(b),Phase I,M.74,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4901_20071008_20310_en.pdf
M.4684,AIG / ORCO / HOSPITALITY INVEST,2007-09-06,2007-10-10,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4684_20071010_20310_en.pdf
M.4753,ANTALIS / MAP,2007-09-05,2007-10-24,Art. 6(1)(b) with conditions & obligations,Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4753_20071024_20212_en.pdf
M.4775,MAN / HÖRMANN / JV,2007-09-04,2007-09-10,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4775_20071009_20310_en.pdf
M.4726,THOMSON CORPORATION / REUTERS GROUP,2007-09-03,2008-02-19,Art. 8(2) with conditions & obligations,Phase II,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4726_20080219_20600_en.pdf
M.4904,LITE-ON / PERLOS,2007-09-03,2007-08-10,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4904_20071008_20310_en.pdf
M.4871,KPN / GETRONICS,2007-09-03,2007-08-10,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4871_20071008_20310_en.pdf
M.4868,AVNET / MAGIRUS EID,2007-08-31,2007-05-10,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4868_20071005_20310_en.pdf
M.4897,ARCAPITA / HT TROPLAST,2007-08-31,2007-04-10,Art. 6(1)(b),Phase I,C.22,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4897_20071004_20310_en.pdf
M.4873,SCHOTT SOLAR / WACKER / JV,2007-08-31,2007-02-10,Art. 6(1)(b),Phase I,C.27,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4873_20071002_20310_de.pdf
M.4903,HOCHTIEF / VINCI / JV,2007-08-30,2007-03-10,Art. 6(1)(b),Phase I,F.42,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4903_20071003_20310_de.pdf
M.4581,IMPERIAL TOBACCO / ALTADIS,2007-08-30,2007-10-18,Art. 6(1)(b) with conditions & obligations,Phase I,C.12,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4581_20071018_20212_en.pdf
M.4905,WL ROSS / C&A AUTOMOTIVE INTERIOR BUSINESSES II,2007-08-29,2007-09-26,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4905_20070926_20310_en.pdf
M.4802,TISHMAN SPEYER / LEHMAN BROTHERS / ARCHSTONE-SMITH,2007-08-29,2007-02-10,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4802_20071002_20310_en.pdf
M.4747,IBM / TELELOGIC,2007-08-29,2008-05-03,Art. 8(1),Phase II,J.58,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4747_20080305_20682_2004860_FR.pdf
M.4855,BC FUNDS / BVDEP,2007-08-28,2007-09-26,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4855_20070926_20310_en.pdf
M.4827,RIO TINTO / ALCAN,2007-08-28,2007-02-10,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4827_20071002_20310_en.pdf
M.4889,BARCLAYS INDUSTRIAL INVESTMENTS / GEMEAZ / SCAPA,2007-08-28,2007-09-26,Art. 6(1)(b),Phase I,I.56,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4889_20070926_20310_en.pdf
M.4862,TRANSDEV / CONNEXXION HOLDING,2007-08-28,2007-02-10,Art. 6(1)(b),Phase I,H.49,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4862_20071002_20310_en.pdf
M.4859,TALANX / PB-VERSICHERUNGEN / BHW,2007-08-28,2007-09-26,Art. 6(1)(b),Phase I,K.65,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4859_20070926_20310_de.pdf
M.4611,EGMONT / BONNIER (BOOKS),2007-08-27,2007-10-15,Art. 6(1)(b) with conditions & obligations,Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4611_20071015_20212_en.pdf
M.4838,SLP / TPG V / AVAYA,2007-08-27,2007-09-26,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4838_20070926_20310_en.pdf
M.4860,HRE / DEPFA,2007-08-24,2007-09-28,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4860_20070928_20310_en.pdf
M.4894,AEGON / CAJA CANTABRIA / JV,2007-08-24,2007-09-26,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4894_20070926_20310_en.pdf
M.4885,INEOS / NOVA / JV,2007-08-24,2007-09-28,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4885_20070928_20310_en.pdf
M.4840,FIAT / TEKSID ALUMINIUM,2007-08-24,2007-09-28,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4840_20070928_20310_en.pdf
M.4863,BAIN CAPITAL / AMERICAN STANDARD,2007-08-24,2007-09-28,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4863_20070928_20310_en.pdf
M.4866,ARQUES / ACTEBIS,2007-08-24,2007-09-27,Art. 6(1)(b),Phase I,G.46,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4866_20070927_20310_de.pdf
M.4691,SCHERING-PLOUGH / ORGANON BIOSCIENCES,2007-08-23,2007-11-10,Art. 6(1)(b) with conditions & obligations,Phase I,C.21,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4691_20071011_20212_en.pdf
M.4880,ALLIANZ GI / XCHANGING TRANSACTION BANK / FONDSDEPOT BANK,2007-08-23,2007-09-27,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4880_20070927_20310_en.pdf
M.4789,ELG HANIEL / METAL ONE / JV,2007-08-23,2007-09-27,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4789_20070927_20310_en.pdf
M.4713,AVIVA / HAMILTON,2007-08-23,2007-09-27,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4713_20070927_20310_en.pdf
M.4850,CVC / DSI,2007-08-21,2007-09-25,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4850_20070925_20310_en.pdf
M.4617,NUTRECO / BASF,2007-08-21,2007-09-25,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4617_20070925_20310_en.pdf
M.4875,DEUTSCHE BANK / ABBEY LIFE,2007-08-20,2007-09-21,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4875_20070921_20310_en.pdf
M.4806,DSB / FIRST / ÖRESUNDSTÅG,2007-08-20,2007-09-24,Art. 6(1)(b),Phase I,H.49,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4806_20070924_20310_en.pdf
M.4809,FRANCE TELECOM / MID EUROPA PARTNERS / ONE,2007-08-17,2007-09-21,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4809_20070921_20310_en.pdf
M.4843,RBS / ABN AMRO ASSETS,2007-08-14,2007-09-19,Art. 6(1)(b),Phase I,K.64|K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4843_20070919_20310_en.pdf
M.4834,ALSTOM ESPANA / ECOTECNIA,2007-08-14,2007-09-19,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4834_20070919_20310_en.pdf
M.4844,FORTIS / ABN AMRO ASSETS,2007-08-14,2007-03-10,Art. 6(1)(b) with conditions & obligations,Phase I,K.64|K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4844_20071003_20212_en.pdf
M.4845,SANTANDER / ABN AMRO,2007-08-14,2007-09-19,Art. 6(1)(b),Phase I,K.64|K.65,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4845_20070919_20310_es.pdf
M.4778,ERICSSON / LHS,2007-08-13,2007-09-13,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4778_20070913_20310_en.pdf
M.4696,KKR / HARMAN,2007-08-13,2007-09-18,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4696_20070918_20310_en.pdf
M.4847,INEOS / CHAMPAGNE CEREALES / THYWISSEN / JV,2007-08-13,2007-09-17,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4847_20070917_20310_en.pdf
M.4725,MERRILL LYNCH / ABBEY NATIONAL / JV,2007-08-13,2007-09-17,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4725_20070917_20310_en.pdf
M.4877,GROUPAMA / NUOVA TIRRENA,2007-08-13,2007-09-17,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4877_20070917_20310_en.pdf
M.4772,CARLYLE / ZODIAC MARINE,2007-08-10,2007-09-17,Art. 6(1)(b),Phase I,C.25|C.30,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4772_20070917_20310_en.pdf
M.4876,GDFI / ENERGIE INVESTIMENTI,2007-08-10,2007-10-09,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4876_20070910_20310_en.pdf
M.4836,CVC / UNIVAR,2007-08-10,2007-09-17,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4836_20070917_20310_en.pdf
M.4756,AGCO / ARGO / LAVERDA,2007-08-09,2007-09-13,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4756_20070913_20310_en.pdf
M.4857,3i / ACCORD,2007-08-09,2007-09-13,Art. 6(1)(b),Phase I,S.96,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4857_20070913_20310_en.pdf
M.4820,BAIN CAPITAL / BRAKE BROS,2007-08-08,2007-07-09,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4820_20070907_20310_en.pdf
M.4851,SAGARD / FLÄKT WOODS,2007-08-08,2007-09-13,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4851_20070913_20310_en.pdf
M.4749,PSB / OVAKO,2007-08-08,2007-06-09,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4749_20070906_20310_en.pdf
M.4864,DUBAL / MUBADALA / EMAL JV,2007-08-08,2007-09-13,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4864_20070913_20310_en.pdf
M.4811,CETELEM / FINDOMESTIC,2007-08-07,2007-12-09,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4811_20070912_20310_fr.pdf
M.4760,AMADEUS / SABRE / JV,2007-08-07,2007-12-09,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4760_20070912_20310_en.pdf
M.4832,PENSKE / GM / JV,2007-08-06,2007-03-09,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4832_20070903_20310_en.pdf
M.4808,CVC / CHARTERHOUSE / PHL / AA / SAGA,2007-08-03,2007-07-09,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4808_20070907_20310_en.pdf
M.4730,YARA / KEMIRA GROWHOW,2007-08-02,2007-09-21,Art. 6(1)(b) with conditions & obligations,Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4730_20070921_20212_en.pdf
M.4755,BAYERISCHE LANDESBANK / HYPO ALPE-ADRIA-BANK INTERNATIONAL,2007-08-02,2007-05-09,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4755_20070905_20310_de.pdf
M.4861,KESA / EMH,2007-07-31,2007-04-09,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4861_20070904_20310_en.pdf
M.4852,GROUPE ARNAULT / CNP / GO VOYAGES,2007-07-31,2007-04-09,Art. 6(1)(b),Phase I,N.79,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4852_20070904_20310_en.pdf
M.4837,WALLENIUS / ANTELO / GAL / CAT,2007-07-31,2007-05-09,Art. 6(1)(b),Phase I,H.52|H.49|H.50,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4837_20070905_20310_en.pdf
M.4781,NORDDEUTSCHE AFFINERIE / CUMERIO,2007-07-30,2008-01-23,Art. 8(1),Phase II,C.24,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4781_20080123_20682_en.pdf
M.4793,LAFARGE / ETEX / GYPLAC JV,2007-07-27,2007-03-09,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4793_20070903_20310_en.pdf
M.4831,ECAS / 3i / HEJENION,2007-07-26,2007-08-24,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4831_20070824_20310_en.pdf
M.4829,UMICORE / NORSK HYDRO / HYCORE JV,2007-07-26,2007-08-29,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4829_20070829_20310_en.pdf
M.4787,RHENUS / TMI,2007-07-25,2007-08-28,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4787_20070828_20310_en.pdf
M.4785,RUSSIAN MACHINES / MAGNA,2007-07-25,2007-08-30,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4785_20070830_20310_en.pdf
M.4798,BP / ASSOCIATED BRITISH FOODS / JV,2007-07-25,2007-08-30,Art. 6(1)(b),Phase I,C.10|C.20|G.47|B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4798_20070830_20310_en.pdf
M.4659,TF1 / ARTEMIS / JV,2007-07-24,2007-08-29,Art. 6(1)(b),Phase I,M.73,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4659_20070829_20310_fr.pdf
M.4796,CANDOVER / STORK,2007-07-23,2007-08-20,Art. 6(1)(b),Phase I,C.10|C.18|C.33|C.30,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4796_20070820_20310_en.pdf
M.4766,FLEXTRONICS / SOLECTRON,2007-07-23,2007-08-28,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4766_20070828_20310_en.pdf
M.4821,CVC / TAMINCO,2007-07-23,2007-08-24,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4821_20070824_20310_en.pdf
M.4695,ALSTOM / SBB CARGO,2007-07-20,2007-08-22,Art. 6(1)(b),Phase I,H.49,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4695_20070822_20310_en.pdf
M.4734,INEOS / KERLING,2007-07-19,2008-01-30,Art. 8(1),Phase II,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4734_20080130_20682_en.pdf
M.4780,WL ROSS / C&A AUTOMOTIVE INTERIOR BUSINESSES,2007-07-19,2007-08-23,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4780_20070823_20310_en.pdf
M.4744,INEOS / BOREALIS,2007-07-19,2007-08-24,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4744_20070824_20310_en.pdf
M.4667,SYRAL / TATE & LYLE ASSETS,2007-07-18,2007-08-23,Art. 6(1)(b),Phase I,C.10|C.11,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4667_20070823_20310_en.pdf
M.4818,CITIGROUP / NIKKO,2007-07-18,2007-08-17,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4818_20070817_20310_en.pdf
M.4769,SUMITOMO / ITOCHU / TOYO / AK&N,2007-07-18,2007-08-20,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4769_20070820_20310_en.pdf
M.4830,CVC / SAMSONITE,2007-07-17,2007-08-17,Art. 6(1)(b),Phase I,C.15,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4830_20070817_20310_en.pdf
M.4826,TECK COMINCO / AUR RESOURCES,2007-07-16,2007-10-08,Art. 6(1)(b),Phase I,C.24|B.07,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4826_20070810_20310_en.pdf
M.4788,ROZIER / BHS,2007-07-16,2007-08-21,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4788_20070821_20310_en.pdf
M.4447,ALLIANZ / 3i / SCANDLINES,2007-07-16,2007-08-21,Art. 6(1)(b),Phase I,H.52|H.50,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4447_20070821_20310_en.pdf
M.4822,ADVENT INTERNATIONAL / TAKKO HOLDING,2007-07-13,2007-08-17,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4822_20070817_20310_en.pdf
M.4748,T-MOBILE / ORANGE NETHERLANDS,2007-07-13,2007-08-20,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4748_20070820_20310_en.pdf
M.4709,APAX PARTNERS / TELENOR SATELLITE SERVICES,2007-07-13,2007-08-20,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4709_20070820_20310_en.pdf
M.4792,RREEF / MONTEREY / DRH,2007-07-10,2007-09-08,Art. 6(1)(b),Phase I,I.55|H.52,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4792_20070809_20310_en.pdf
M.4742,OXBOW / SSM,2007-07-10,2007-07-08,Art. 6(1)(b),Phase I,B.05,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4742_20070807_20310_en.pdf
M.4751,STM / INTEL / JV,2007-07-10,2007-10-08,Art. 6(1)(b),Phase I,C.33,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4751_20070810_20310_en.pdf
M.4768,CRH / CEMENTBOUW,2007-07-10,2007-10-08,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4768_20070810_20310_en.pdf
M.4762,AUTOGRILL / ALPHA AIRPORTS GROUP,2007-07-09,2007-10-08,Art. 6(1)(b),Phase I,I.56,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4762_20070810_20310_en.pdf
M.4773,3i / ELTEL,2007-07-06,2007-07-08,Art. 6(1)(b),Phase I,F.41,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4773_20070807_20310_en.pdf
M.4652,NATIONAL GRID / TENNET / BRITNED JV,2007-07-06,2007-03-08,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4652_20070803_20310_en.pdf
M.4682,INEOS / LANXESS' ENGINEERING THERMOPLASTIC RESINS BUSINESS,2007-07-06,2007-08-08,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4682_20070808_20310_en.pdf
M.4782,DELEK / TEXACO BENELUX,2007-07-04,2007-01-08,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4782_20070801_20310_en.pdf
M.4783,BAIN CAPITAL / BAVARIA YACHTBAU,2007-07-04,2007-07-31,Art. 6(1)(b),Phase I,C.30,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4783_20070731_20310_en.pdf
M.4639,GABETTI PROPERTY SOLUTIONS / MARCEGAGLIA / PIRELLI REAL ESTATE / ITALIA TURISMO,2007-07-03,2007-07-31,Art. 6(1)(b),Phase I,L.68,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4639_20070731_20310_it.pdf
M.4719,HEIDELBERGCEMENT / HANSON,2007-07-03,2007-07-08,Art. 6(1)(b),Phase I,B.08|C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4719_20070807_20310_en.pdf
M.4727,SEGULAH / CAPMAN / JV,2007-07-03,2007-06-08,Art. 6(1)(b),Phase I,S.95,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4727_20070806_20310_en.pdf
M.4533,SCA / P&G (European tissue business),2007-07-02,2007-05-09,Art. 6(1)(b) with conditions & obligations,Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4533_20070905_20212_en.pdf
M.4692,BARCLAYS / ABN AMRO,2007-07-02,2007-06-08,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4692_20070806_20310_en.pdf
M.4672,E.ON / ENDESA EUROPA / VIESGO,2007-07-02,2007-06-08,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4672_20070806_20310_en.pdf
M.4737,SABIC / GE PLASTICS,2007-06-29,2007-02-08,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4737_20070802_20310_en.pdf
M.4647,AEE / LENTJES,2007-06-29,2007-05-12,Art. 8(1),Phase II,C.28,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4647_20071205_20682_en.pdf
M.4763,CERBERUS / TOREX,2007-06-28,2007-07-31,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4763_20070731_20310_en.pdf
M.4653,MBDA / BAYERN-CHEMIE,2007-06-26,2007-07-31,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4653_20070731_20310_en.pdf
M.4736,ALTOR FUND II / WRIST GROUP,2007-06-26,2007-07-31,Art. 6(1)(b),Phase I,C.19,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4736_20070731_20310_en.pdf
M.4776,INVESTCORP / ICOPAL,2007-06-26,2007-07-25,Art. 6(1)(b),Phase I,C.33|F.41|C.23,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4776_20070725_20310_en.pdf
M.4712,ERG / IPM / ISAB ENERGY SERVICES,2007-06-22,2007-07-26,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4712_20070726_20310_en.pdf
M.4774,ADECCO / TORRITA,2007-06-22,2007-07-25,Art. 6(1)(b),Phase I,N.78,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4774_20070725_20310_en.pdf
M.4680,CASCO / BAG,2007-06-22,2007-07-26,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4680_20070726_20310_en.pdf
M.4688,NESTLE / GERBER,2007-06-22,2007-07-27,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4688_20070727_20310_en.pdf
M.4771,VERITAS / GOLDEN GATE / GOLDMAN SACHS / AEROFLEX,2007-06-22,2007-07-26,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4771_20070726_20310_en.pdf
M.4764,DEBITEL / TALKLINE,2007-06-21,2007-07-20,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4764_20070720_20310_en.pdf
M.4706,SUPERIOR ESSEX / INVEX,2007-06-21,2007-07-26,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4706_20070726_20310_en.pdf
M.4743,WARBURG PINCUS / BAUSCH,2007-06-20,2007-07-20,Art. 6(1)(b),Phase I,C.21,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4743_20070720_20310_en.pdf
M.4477,SES ASTRA / EUTELSAT / JV,2007-06-20,2007-07-25,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4477_20070725_20310_en.pdf
M.4723,"ENI / EXXON MOBIL (Hungarian, Czech and Slovak Package)",2007-06-19,2007-07-24,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4723_20070724_20310_en.pdf
M.4745,CERBERUS / PROMONTORIA / FOCUS,2007-06-19,2007-07-24,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4745_20070724_20310_en.pdf
M.4623,VINCI CONSTRUCTION / SOLETANCHE,2007-06-19,2007-07-24,Art. 6(1)(b),Phase I,F.42|F.41|F.43,0,https://ec.europa.eu/competition/mergers/cases/decisions/m4623_20070724_20310_fr.pdf
M.4728,RED & BLACK / VALENTINO FASHION GROUP,2007-06-19,2007-07-17,Art. 6(1)(b),Phase I,G.47|C.14|G.46,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4728_20070717_20310_en.pdf
M.4767,MONTAGU / UNIFEEDER,2007-06-19,2007-07-18,Art. 6(1)(b),Phase I,H.49|H.50,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4767_20070718_20310_en.pdf
M.4739,HALDER / NPM CAPITAL / ANP,2007-06-18,2007-07-19,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4739_20070719_20310_en.pdf
M.4757,NORDIC CAPITAL / THULE,2007-06-15,2007-07-20,Art. 6(1)(b),Phase I,C.25|C.29|C.22,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4757_20070720_20310_en.pdf
M.4750,LUVATA / ECO,2007-06-15,2007-03-08,Art. 6(1)(b) with conditions & obligations,Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4750_20070803_20212_en.pdf
M.4717,TAC / TOWER AUTOMOTIVE,2007-06-15,2007-12-07,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4717_20070712_20310_en.pdf
M.4698,APOLLO / CEVA / EGL,2007-06-14,2007-07-16,Art. 6(1)(b),Phase I,H.52|T.97,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4698_20070716_20310_en.pdf
M.4661,MAPFRE / CATTOLICA / JV,2007-06-13,2007-07-17,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4661_20070717_20310_en.pdf
M.4637,SACHSENFONDS HOLDING / EASTMERCHANT / NIKKO PRINCIPAL INVESTMENTS,2007-06-13,2007-07-17,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases/decisions/m4637_20070717_20310_en.pdf
